text,prediction
"People here legally should not be at risk of losing their jobs, driving licences or homes or be threatened with deportation.",2
They are still at risk of deportation from the country that has been their home for decades.,2
"That part of the Statement seems very confused I agree that it was never the intention that the Windrush generation should be disadvantaged by measures put in place to tackle illegal immigration; but they were, because of poor implementation and development of policy at the Home Office by Ministers.",3
"The position of the Windrush people—citizens who seem retrospectively to have become migrants—is a symptom, not a cause, of the problem.",3
"The cause, as we see it, is the culture within the Home Office, an attitude that one cannot avoid saying must come from the top: hostility or compliance—which seems to be the substitute term now—and certainly carelessness, by which I mean “care-less”, as in lacking in care That seems to be why every immigration lawyer to whom I have spoken says that the first thing they do is ask the Home Office what information it has on their client, because so often they find that it is wrong.",3
"The Minister will not be surprised by this: it is why I sought to remove the Home Office exemption from the Data Protection Bill, which can be applied in the interests of effective immigration control—a matter others are now pursuing.",3
"Again, may we have details Thirdly, what information will the Home Office publish so that we can see the whole picture systematically, rather than as a series of individual stories, and not just about deportations This affects many, many people.",3
"Another manifestation is immigration detention, to which people unable to prove their status have been consigned Immigrants might be legal, they might be illegal or perhaps they cannot prove their status, so the Home Office makes an assumption, if not a presumption, that they have no rights.",3
"I feel bound to say that someone in the Home Office should have taken the trouble to read the debate on Windrush that we had in Grand Committee on 18 January, when I first raised the question of Paulette Wilson and Anthony Bryan, both of whom had been threatened with deportation.",3
I should like the Minister to confirm that the culture inside the Home Office and the immigration department will change as a result of the Home Secretary’s statement yesterday.,3
There are terrible reports of immigration officers playing a game in which they catch people in what is known as a “Gotcha culture”.,3
"When they think they have found an illegal immigrant, they mark it up as a victory.",3
"Also, can we now begin to have a proper debate on and give full recognition to the importance we attach to the immigrants among us?",3
"We are all immigrants in one way or another, so we should move away from the blame culture and xenophobic attitude which is colouring so much of our public debate.",2
"The audacious idea of European integration was motivated by fear, but it was made possible by shared ideals—democracy, human rights, equality and freedom—and a refusal to submit to the tyranny of fascism ever again After the second world war, Winston Churchill said in 1946: “If Europe were once united in the sharing of its common inheritance there would be no limit to the happiness, prosperity and glory” Today, however, some Conservative colleagues talk about total independence from Europe as though it were a virtue.",3
"What does it say about Britain when our politicians play on the fear of migrants, races and religions to win votes?",3
"What did it say when Nigel Farage stood in front of a Nazi-inspired poster of refugees with the caption, “Breaking point” The founder of the Labour party, Keir Hardie, spoke of socialism’s “promise of freedom”, its “larger hope for humanity” and of “binding the races of the earth into one all-embracing brotherhood” I honestly ask my good friends in the party who are still wavering: can you really vote for this politics of division and hate?",3
"Can you vote to hand over more power to the clumsy hand of the market What I am about to say is not fashionable, but our country’s story of renewal through Europe is one of immigration.",3
European migrants are not “citizens of nowhere” or “queue jumpers” as the Prime Minister would have us believe.,3
"Over their lifetimes, they will pay in £78,000 more than they take out The contribution of European migrants has not been just financial.",3
It forgets the value of immigrants.,3
"It is worth quoting it for the record: “A new Russian law, adopted earlier in the year, formally permits the extrajudicial killings abroad of those Moscow accuses of ‘extremism’...In July, the upper chamber of the Russian parliament—the Federation Council—approved a law which permits the Russian president to use the country’s armed forces and special services outside Russia’s borders to combat terrorism and extremism At the same time, amendments to several other laws, governing the security services, mass media and communications, were adopted The overall result was to dramatically expand those defined as terrorist or extremist Along with those seeking to overthrow the Russian government, the term is also applied to ‘those causing mass disturbances, committing hooliganism or acts of vandalism’ Much more controversially, the law also defines ‘those slandering the individual occupying the post of president of the Russian federation’ as extremists”, so those who insult the President of Russia can legally be killed overseas according to this law.",3
"According to him, its break-up was the greatest disaster of the 20th century—a revealing and curious choice when compared with the millions killed in two world wars, the Russian civil war, the forced collectivisations, the mass deportations and the hell of the gulag Until the Bolshevik revolution, there was some chance of Russia evolving along democratic lines, but then the cancer of Marxism-Leninism gave psychopaths and dictators their ideological excuse to seize total control.",3
"The disgraceful chemical attack in Salisbury—which I believe is a slightly longer train ride from East Renfrewshire than from Taunton Deane—is a particularly shocking example of the Russian Government’s habit of acting without respect for national borders or international rules and norms Russia has acted in this way for a long time, growing bolder, escalating, and interfering further and further beyond its own borders.",3
"The ethnic Georgians who have remained in those areas have been denied access to education in their native language, denied freedom of movement within the rest of Georgia, forced to change their names and ethnic identity and compelled to register as “foreigners” in their own land.",3
"It recognised, and established military bases in, the separatist republics, which remain rightly unrecognised by the United Kingdom Government and by the overwhelming majority of the international community Since then, the separatist republics have become more and more integrated with Russia.",3
The people who still live there largely use Russian passports as a result of illegal and forceful mass passportisation.,2
"On 18 March, the Russian presidential elections were held in the occupied territories, and 33 polling stations were illegally opened.",3
"The territories that are being occupied by Russia are integral parts of Georgia, and they should be returned to Georgia Putin’s disrespect for international norms does not stop a certain distance from Russia’s borders.",3
"My Lords, in this country we allow, quite rightly, UK passport holders to be in the possession of passports of other countries—not just one but two or three; whatever is needed.",4
"When someone applies for a UK passport, they are required to declare what other passports they hold.",4
"But, astonishingly, this information is not kept in any sort of central database and still less is it available to border officers whose responsibility it is to examine the passports of those entering or leaving the UK.",3
"This is why my noble friend the Minister had to tell me, in a Written Answer on 16 April this year, when I asked about a register of second passports: “No statistical information is available showing whether British citizens hold another citizenship” About five years ago I was tipped off by a member of the Security Service that its operations were made much more difficult by the fact that UK citizens were using their UK passport to travel to one destination and then another passport to get up to mischief, perhaps, in third countries.",3
She expressed astonishment that border control officers were not automatically alerted to other passports held when a UK passport was electronically scrutinised at the point of entry.,3
"It asks merely that the Government require dual nationals to declare other passports and that this information, “should be made available to border security staff and other relevant national authorities via a centralised database” In fact, it is even more modest because all I am asking them to do is to study whether this is a sensible idea.",3
"My answer to that is that such a concept of civil liberties is wholly outdated in an age when we are all subject to intense and often intrusive surveillance by foreign powers such as Russia and, rather more efficiently, China.",3
The second is that there could be no way of enforcing the declaration of other passports.,3
"That of course has a simple remedy, which is—if it is declared to be deliberate and pernicious—the forfeiture of a UK passport when that is discovered.",3
Noble Lords in the Committee might have their own view on this but I am quite sure that the great majority of second passport holders would have not the slightest objection to this being known to the authorities.,3
"After all, we all have to put up with a lot of inconvenient baggage examination under existing counterterrorism operations Nor should we neglect the possibility of connivance by Home Office staff in committing terrorist or other serious criminal offences, whether in connection with passports or border control.",3
"In a recent case Shamsu Iqbal, an official in the immigration department of the Home Office, was sentenced in April to 15 years for misconduct in public office.",3
"Sometimes this connivance involves selling visas or trafficking in passports, assisting illegal immigration, forgery, bribery, money laundering and other serious matters.",3
"I suggest that the Home Office really cannot argue that we can rely on its existing standards of efficiency, let alone integrity, in the protection of our borders The third argument is that we should have confidence in the Home Office’s intelligence-led processes and not concern ourselves with these matters.",3
"I share his aim of preventing those who may be of interest on the grounds of terrorism, serious crime or hostile activity from avoiding detection at the border.",3
"That is not my experience and it is certainly not the experience of my noble friend the Minister or, I dare say, any of your Lordships in this House who have had dealings with the Home Office Holding dual national status is perfectly lawful in the UK and it is not a barrier to acquiring British citizenship or obtaining a British passport.",4
"When making such applications, dual nationals are required to provide the Home Office with details of any foreign passports or other nationality held.",3
"Such information will assist in the assessment of the application, including, in the case of an application for naturalisation, the assessment of any grounds for refusal based upon conduct through past or present activities The request for dual national passport information is also necessary in understanding whether a person is using one name for all official purposes.",3
"The UK, through the Home Office, has also instituted a policy that a person must have one name for all official purposes and that this is reflected in biometric residence permits, naturalisation and registration documents and passports.",3
"This, together with other measures in place, minimises the ability of a British citizen to manipulate travel documents to travel in to and out of the UK and other countries undetected for terrorism, trafficking and other criminal activities.",3
"Currently, the Kolpak rule applies to those players who hold an EU passport, who are married to an EU or EEA national, or who come under the Kolpak ruling.",4
"These players are not currently classified as foreign, and that is recognised in the quota system used by professional sports in the United Kingdom.",4
"Governing bodies such as the RFU, which has the responsibility for issuing endorsements to rugby union players outside the EU and EEA, have stated that they cannot even look at their regulations regarding overseas players until the terms of Brexit have been confirmed.",3
"Another example is the Cotonou agreement, a treaty between the EU and a group of states including South Africa, Fiji, Samoa and Tonga, whose rugby players could, at present, play for a British-based team and not count towards the foreign player quota Without membership of the EU, the Kolpak rule goes.",3
Will every athlete with current citizenship in one of the EU or EEA membership states require a work permit?,4
"The Chancellor, Philip Hammond—whose view on Brexit, incidentally, I totally endorse—stated that there was no likelihood that new immigration controls would apply to highly skilled and highly paid workers.",3
On another day we will debate our asylum system for those who seek protection once they are here.,3
"Regular reports are critical of asylum casework, with backlogs and under-resourcing contributing to poor decision making.",3
"Levels of support are shocking, the right to work is ludicrously restricted and the move-on period after a positive asylum decision is a shambles.",3
"In Scotland, we recently launched our second refugee integration strategy.",3
"Talk of a two-tier asylum system must be shelved, as must dangerous talk of seeking to redefine the very concept of what it means to be a refugee The crisis is not going away anytime soon.",3
"As the motion says, conflict resolution must be central to our foreign policy.",3
New Zealand is considering a humanitarian visa category for people displaced by climate change.,3
"Thank you for calling me to speak, Mr Deputy Speaker; I am glad to see you back in the Chair I will start by sharing with the House the case brought to me by the Leeds Asylum Seekers Support Network, a charity that works tirelessly to support asylum seekers in Leeds and for which I used to be a short-stop host for asylum seekers who were destitute.",3
This was a story that LASSN had heard many times before—a textbook case of trafficking.,3
"Because of her unclear immigration status, no social or homelessness services could take her and keep her safe.",3
"To their great credit, they did not arrest Akifa for illegal entry to the UK, but instead took her to a place of safety, which was a great relief as arrest was a very real possibility Akifa was Eritrean.",3
"That is because, unlike military conscription, boys and girls aged 16-plus are often expected to serve indefinitely, with many refugees equating conscription to a life sentence of forced labour Physical abuse, including torture, occurs frequently, as does forced domestic servitude and sexual violence by commanders against female conscripts.",3
"The judiciary is subject to Executive control and the constitution is unimplemented UNHCR reported 475,000 Eritreans globally to be refugees and asylum seekers—that is 12% of the population—yet the UK policy has been to pass the buck to countries already facing problems of their own, shirking our own responsibility under international law.",3
The case of Akifa and Eritrea presents a broad problem with British refugee policy.,3
"The refugee crisis is bigger than Britain, but we can work with the UNHCR and other organisations to fulfil our moral, legal and human obligations.",3
"The Government welcome such a heartfelt parliamentary debate on subjects as topical as conflict prevention, climate change and the protection of inalienable human rights.",3
"In the context of today’s debate, it may be helpful for Members to know that it will include a section on migrants To achieve the maximum impact, we are prioritising our human rights efforts in a number of specific areas, including promoting girls’ education, tackling modern slavery and promoting and defending freedom of religion or belief, freedom of expression and freedom from all aspects of discrimination.",3
"Friend the Prime Minister has made combating modern slavery, which has an intentional impact on some of the most vulnerable of our fellow human beings, one of the UK’s top foreign policy priorities.",3
"That is why she convened world leaders at the UN General Assembly in September to launch a call to action to end forced labour, modern slavery and human trafficking.",3
That is why climate change remains a foreign policy priority.,2
"Throughout, we have heard moving testimony about the situation facing many hundreds of thousands of Rohingya refugees fleeing violence in Burma in recent months.",3
"Since 28 December, the UK’s pledge of some £59 million has helped to fund an emergency medical team of 40 doctors, nurses and midwives, paramedics and firefighters, who have been deployed to the frontline of the refugee camps in Cox’s Bazar in Bangladesh, to help to combat the diphtheria outbreak In my role as FCO Minister for Asia, I remain persistent in our lobbying the Government of Burma to allow the Rohingya back to their homeland with sufficient guarantees on security and, importantly, on citizenship that they will be able to rebuild their lives.",3
"If the returns are to be genuinely voluntary, there must be a consultative process to establish the refugees’ intentions and concerns.",3
"We are encouraging the UNHCR to develop a more systematic process for consultation with refugees, and we will call on Governments to incorporate the refugees’ views in repatriation processes as they develop.",3
"Resolved, That this House believes that conflict resolution, climate change and the protection of human rights should be at the heart of UK foreign policy and that effective action should be taken to alleviate the refugee crisis and calls on the Government to lead international efforts through the United Nations and other international organisations to ensure that human rights are protected and upheld around the world.",3
"Back in 2012, Theresa May said: “The aim is to create here in Britain a really hostile environment”, for illegal immigrants.",3
"This was at a point when net immigration was running at about 250,000—well above the Conservative Party’s target of bringing it down to the tens of thousands.",3
"Over the course of Mrs May’s tenure at the Home Office, this usually cautious politician brought forward seven pieces of immigration legislation and an estimated 45,000 changes to immigration rules—so many we might have been forgiven for thinking that immigration was an obsession.",3
It also explains why many foreign EU nationals are so disbelieving of Prime Minister May’s promises about preserving their residency rights post Brexit I fully expect the Minister to repeat a point she made to me in a Written Parliamentary Question: that the term “hostile environment” originated during Alan Johnson’s tenure as Home Secretary.,3
"In April this year, the Oxford Migration Observatory estimated that some 57,000 Commonwealth migrants from Pakistan, India, Kenya and South Africa might be caught by the policy.",3
"Refugee Action reports that the detention, destitution, homelessness and limbo experienced by Windrush children were the tip of the iceberg and that asylum seekers face exactly the same problems Colin Yeo, an immigration lawyer, has described the effect of the policy well.",3
"He says that it has led to, “the creation of an illegal underclass of foreign, mainly ethnic minority workers and families who are highly vulnerable to exploitation and who have no access to the social and welfare … net” Rachel Krys of the End Violence Against Women Coalition speculated that while rightly the public were outraged by the policy impact on the Windrush generation: “The same policy is also leaving many women at risk of violence and exploitation, scaring them away from seeking help, and making it harder for them to access life-saving services” This cannot be right, but it is exactly what the policy was supposed to achieve: to create such a hostile environment so that people simply left the UK.",3
"I suspect that, by that time, Amber Rudd realised that the target covered operations that wrongly deported people, falsely detained them, increased their vulnerability and was probably unlawful—most of its victims were in the UK quite lawfully The Government must now regret the day that they dreamed up the expression “hostile environment”.",3
"In the wake of the Windrush scandal, the policy of being tough on anyone deemed illegal, or without documents proving citizenship, has rapidly unravelled, and so it should.",3
"So to adopt the term to be used as a policy relating to immigration, where race plays a part, is even more awful.",3
"It seems to me that it was dreamed up as part of the Cameron response to UKIP, to somehow demonstrate that this Government were getting a grip on the ridiculous target they set to bring immigration down to the tens of thousands.",3
"Migration and asylum targets are notoriously hard to hit because so many factors are involved in driving the numbers Weirder still, of course, was the mobile billboard campaign of 2013 that came with the adoption of the policy.",3
"The Home Office enforcement of right to rent, through its immigration compliance and enforcement teams, gained entry to more than 10,000 properties but made referrals to the civil penalties compliance team in only 3% of cases.",3
"He said that, overall, the right to rent scheme, “had yet to demonstrate its worth as a tool to encourage immigration compliance” In fact, the number of voluntary returns had fallen over the period.",3
"As the United Nations special rapporteur, Professor Tendayi Achiume, observed in May 2018, the hostile environment policy was, “destroying the lives and livelihoods of … ethnic minority communities”, including people with rightful citizenship status and those who had been in the UK for decades.",3
"They could, when they eventually brought forward an immigration Bill, set themselves the task of promoting fairness in the system without playing at dog-whistle politics or trying to appease the politics of social division and racism.",3
"The UN special rapporteur recommended that, “the Government repeal the aspects of its immigration law … that deputize immigration enforcement to private citizens”, and make public officials responsible for policing immigration rules in providing health and other public services.",3
"Perhaps she could tell us where we have got to with the compensation scheme Finally, given the welcome hints of change in the offing, can the Minister update us on the position of tier 2 visa applicants and shortage professions?",3
"I know that the Royal College of General Practitioners has raised this issue and has identified cases of trainees being threatened with deportation—this, when we are light of some 5,000 GPs, is a form of public service self-harm To conclude, I am pleased to have had the opportunity to highlight this most shameful of public policies.",3
"I came to the UK from Jamaica in 1954, aged 16, and am classed as a member of the Windrush generation of migrants from the Commonwealth who arrived between 1948 and 1971.",4
"Many of the earlier migrants had been among the 10,000 members of the British Armed Forces in the Second World War.",3
"They are all British citizens, and many have subsequently been branded as illegal by the Home Office What led us to this?",3
"As British citizens from a British colony, the adults had British passports and the children travelled on a parent’s or sibling’s passport.",4
"Many of those passports were lost as the years rolled past, so parents and children had no documentation showing their arrival.",3
"The problems began when a new immigration Act was passed in 2012 which required people to have documentation to prove they were here legally in order to work, rent a property or access benefits, including healthcare.",3
Some were deported.,3
"To prove to the Home Office that they had a right to live in the UK, they had to produce four pieces of evidence for every year of residence, or they faced deportation.",3
They had fallen foul of laws that we are told were intended to catch illegal immigrants.,3
"For those citizens, home became a place that they knew not In 2004 Prime Minister Tony Blair introduced the so-called open-door policy that increased immigration from eastern Europe.",3
"When David Cameron took over as Prime Minister, he promised to cut immigration numbers, and illegal immigrants were the first target that he aimed at.",3
"When Mrs May became Home Secretary in 2010 and set about making a big reduction in the net migration numbers, her attempts did not always work The 2013 promise of a “hostile environment”, about which we have already heard, may have been for illegal immigrants but it was soon to be for everyone, including legal immigrants.",3
"Reduced numbers of Home Office staff had to navigate through some 45,000 changes to immigration rules made during Mrs May’s tenure at the Home Office.",3
"Challenges were difficult because legal aid was almost unavailable, and some people bankrupted themselves fighting deportation.",3
"Where is the logic, the common sense, the compassion Will immigration policy and the practice of those policies change?",3
"In the meantime, visa applications even from doctors and nurses were being denied, despite their having contracts with health authorities, yet because of staff shortages, around two-thirds of NHS trusts spent £l.46 billion on agency nurses in 2017 The new Home Secretary has announced a rethink of immigration policies, rejecting the “hostile environment”.",3
"Speaking during her trip to the G7 summit, though, the Prime Minister rejected calls for a rethink on policies to curb illegal immigration that have trapped British citizens and many more.",3
"She insisted that she had the public’s backing for measures that have turned employers, landlords, the NHS and banks into de facto border guards.",3
All of those are required to make a contribution to the hostile environment I wish the new Home Secretary well in the hope that he will bring some sanity and compassion to our immigration policies.,3
"The appropriate spouse visa was issued, at significant cost, and a health surcharge was paid; again, not a small amount.",3
"Both husband and wife have master’s degrees—exactly the kind of people this country needs to be a success in the future Under current rules, a spouse visa lasts for two and a half years and then an extension spouse visa must be applied for, again at considerable cost and with another health surcharge.",3
"The extension visa lasts for another two and a half years, after which the applicant is able to apply for permanent leave to remain, again at considerable cost and with another health surcharge.",3
"This particular applicant has just been through the spouse extension visa application, which seems to me to have been a pointless but quite damaging process.",3
"Let me explain why The Home Office website advises that an application to extend a spouse visa should not be made more than 28 days before the existing visa runs out, yet the Home Office’s own target average processing time for such a visa is eight weeks.",3
"Therefore, on average, following all the advice of the Home Office, the applicant is likely to experience what I will call a limbo period of four weeks after the original visa has expired but before the new visa is issued.",3
The website also says that interviews can be held at certain offices around the country to speed up the issuing of the spouse extension visa.,3
"However, because of falling into the limbo period, the applicant was unable to travel—the Home Office still had the passport and had not issued the extension visa—and so missed the wedding, where I understand a good time was had by all but there were mutterings over the visa-issuing process.",3
"Needless to say, in the week after the family wedding the passport and renewed visa arrived on the last day of the eighth week since application The Minister may recall that I have tabled several Parliamentary Questions recently.",3
"On 14 May I asked: “Why an applicant for a spouse extension visa may not apply more than 28 days before the expiry of their current visa when the standard processing time … for someone resident in the UK is eight weeks” The Minister replied on 22 May: “The requirement to submit a spouse extension application no earlier than 28 days before the expiry of existing leave is advisory, not mandatory.",3
"I also asked: “what advice they give to applicants if they need to make international travel after their visa has expired but before their renewal visa has been granted” The Minister replied: “Applicants are advised when applying not to make any non-urgent … travel arrangements until their passports or travel documents are returned to them, followed by their Biometric Residence Permit if their application is successful” She went on to say: “Applicants can request the urgent withdrawal of their application for international travel.",3
They would then have to apply for entry clearance from overseas to return to the UK” So you go to a Greek island to attend a wedding and spend most of the time there applying for leave to come back to the UK.,4
"However, because of the “Windrush” publicity, potential employers were deterred from offering employment because the Home Office had the passport and they did not want a potential “illegal” on their books.",3
"So there was an interruption to the applicant’s contribution to the UK economy Out of the blue, a telephone call was made offering employment carrying out recovery work on one of the UK’s overseas territories because the applicant had the correct qualifications and experience to do the job.",3
Noble Lords will be aware of the damage caused in some overseas territories by the Caribbean hurricanes last year.,3
"Unfortunately, that opportunity had to be turned down because under the law as it stands anyone holding a spouse visa is not allowed to spend more than a certain number of days outside the UK, otherwise a subsequent application for permanent leave to remain will be refused.",3
Why does it take eight weeks to process a routine application for a spouse extension visa?,3
How much of the high fee charged is actually incurred in the processing of these visas?,3
Why is a spouse extension visa needed at all?,3
Why cannot the applicant apply for permanent leave to remain instead of having to apply for another two-and-a-half year visa?,3
"Further, will the Minister look at the rules on the number of days an applicant can be out of the country, particularly if they have been invited to help in the UK overseas territories, which after all are technically British Yesterday I received an email from a project worker in the organisation Just for Kids Law.",3
The project worker points out in her email that: “Most of us have to go through a 10-year process of applying and repeatedly renewing our immigration status.,3
"Since 2014, the limited leave to remain fees we have to pay every 30 months to keep our immigration status up-to-date have increased from £601 to £1,033 excluding NHS surcharge of £500.",3
"With no legal aid … many of us are struggling to keep our heads above water” She goes on: “Because of this, we are calling for a government review of the impact of spiralling fees on lawful young migrants.",3
"We would like to see an immediate freeze of limited leave to remain fees and, ultimately, a shorter and affordable route to citizenship.",3
The recent Windrush scandal has shone a light on an immigration system that is broken” There are many trouble spots in the world and the UK has a good record over the centuries of responding to the needs of those at risk.,3
"When asked what was currently bugging him, he said: “The global insensitivity to the most vulnerable people among us in the world: the refugees displaced by war, climate change, and the hatred of others.",3
"In so doing, I will look at the assumptions and attitudes we have brought to bear on this question of immigration The “Empire Windrush” story is not new.",3
We hear stories of people who owed HMRC only £1 or £2 who have been deported or threatened with deportation Why is there this kind of attitude?,3
"From what soil does this kind of attitude to our fellow human beings, now labelled as illegal immigrants, spring?",3
"In the course of doing so I will certainly talk about a few of the contemporary situations I think we will all agree that, unless there are reasons to the contrary, unlawful immigrants should not be here.",3
That is what we have allowed to happen in the case of unlawful immigration.,2
"We convince ourselves that these illegal immigrants are a national threat, a danger to the country, an enemy within—people coming from outside taking over our country.",2
The benefit system has been capped to find out illegal immigrants.,3
We threaten people with deportation and detention.,2
"We look at their bank accounts to see whether any illegal transactions are taking place In the course of using those powers to try to achieve this kind of goal, inevitably mistakes are made—they are bound to be.",3
Not only that but small derelictions become very large—they get magnified in our views and become subjects for deportation.,2
"Small mistakes are made, different papers presented and someone is ready to be deported or detained.",3
"A few days later a message was sent asking if it should be diverted to east Africa, which was part of our empire, where all those on the boat could be given jobs.",3
The Labour Party came around and followed a policy of controlling immigration and anti-racist legislation I should not go on too long.,3
"Let us agree that with regard to the “Empire Windrush” and other cases, we have resorted to a policy of catching illegal immigrants.",3
"The way in which we have done so has caught some illegal immigrants, but what have been the larger consequences?",2
"First, some legal immigrants have been identified and punished.",3
"Secondly, the country’s sensibility has become very coarse, such that if a man is branded as illegal, anything goes, anything can be done to him.",3
"Thirdly, because we talk about illegal immigrants, all immigrants get marked in this way and that accounts for the populist reaction that we have been witnessing, not only in Britain but everywhere else.",3
"Where people feel so possessive about the country, then the figure of the immigrant, not just the illegal immigrant, becomes a dangerous one, something to watch against.",2
"As soon as someone is identified as an immigrant, people will say, “Oh, my God, lock him up, send him away”.",3
"Those of us who read newspapers in other countries feel deeply saddened that a country we love should be represented in this way as a country which is prepared to denigrate its own citizens, deport them and detain them.",3
"I do not think the Conservative Party is particularly keen on compassion, so I will not say let us take a compassionate attitude to immigration; instead, let us take a realistic attitude to illegal immigration.",3
What would a realistic attitude to illegal immigration be?,2
"Oh, come on The other important thing is that they come here because we have messed up their countries through our foreign policy and they are in a situation where their lives are unliveable.",2
They come illegally because they would like to come legally but we have closed the legal door.,2
Illegal immigration takes place because legal immigration has been blocked.,2
"So I do not think we should simply blame the villain out there, in the form of an illegal immigrant; we should also look at ourselves and our policies with some degree of modesty and humility and ask ourselves whether we are responsible for what is going on.",2
I do not think the Minister would want to say that we have no responsibility of any kind for the illegal immigration that is taking place I want to alert noble Lords to something.,3
I was at one stage very closely involved in the case of an Iranian who was seeking asylum in this country.,4
"Fortunately, there was a very astute and on-the-ball lawyer from a Newcastle firm, who had done a lot of work on immigration and who produced within minutes the receipt from the Home Office showing that the documents had been received.",3
These things worry me profoundly The term “illegal immigrants” always intrigues me because it was not very many years ago that a leading government Minister in this country said in relation to those in deprived areas that the hero in society was the one who got on their bike and cycled off to find and build a future for their children.,3
"We categorise and try to compartmentalise the whole issue of immigration in a way that is just not tenable, because all the dimensions overlap each other As we struggle with our own challenges in this society, we should never forget that there are between 65 million and 70 million refugees and displaced people in the world; 21.3 million are recognised as refugees.",2
"In the context of the Middle East, where we are deeply disturbed by the issues that prevail, we should remember that Lebanon has 1.1 million refugees, Turkey has 2.5 million and Jordan has between 660,000 and 700,000.",3
"If I was asked to take just one issue in which the imperative of international co-operation and working closely together with other Governments and countries is so important and so obvious, it is the realm of migration and immigration.",2
"The noble Lord, Lord Parekh, if I heard him aright, referred to a national psychosis The policy impinges on people who never expected to be affected by immigration policy.",3
"If your son’s Brazilian fiancée has not previously had a problem with renewing her visa but is not issued a new visa, reports to the Home Office as she is requested to do, and is immediately sent into immigration detention, the whole family is confused, distressed and helpless.",3
"If you are below the financial threshold to sponsor a spouse visa, your Canadian wife—who, from time to time, comes as a visitor—may one day be told, “We don’t believe you’ll leave”, although there has been nothing to suggest that she would break her previous pattern, so she is sent into detention and then back home, if that is where she feels home is by this stage.",3
The business community constantly reminds us that immigration really affects access to talent.,2
"If your aunt has bequeathed you her flat and you have become an accidental landlord, you will find that you are also an immigration officer and subject to sanctions as well Noble Lords will understand that I am using examples, all of which I have come across along with many more over some years.",3
"We are discovering what has happened to the Windrush generation, although we do not yet know how many have been deported or detained, or about the financial and emotional cost to them.",3
"I am talking about the exploitation of people who do not know their rights and think that they may be here illegally, which happens all too often in low-paid employment.",2
"There is a danger that hostility as a policy is reflected across the community, with ethnicity a proxy for racism I recently raised the apparent blanket ban on asylum seekers accessing education.",3
The Minister gave assurances that the Home Office is taking proactive steps to contact those affected and reissue the necessary immigration bail forms without these restrictions.,3
I was grateful for her prompt response and evident understanding but I am told by solicitors that they are still seeing asylum seekers being restricted from studying.,3
"They are also concerned that the new bail guidance does not ensure that potential victims of trafficking, individuals served with deportation orders and those with fresh claims pending will not be unlawfully or irrationally restricted from studying “Hostile” or “compliant”, whatever language is used there has been no change in the legislation.",3
"Just as being taken into detention can come out of the blue so can release, but without asylum support, accommodation or access to benefits.",3
"As the report says: “Expecting someone to engage with their asylum case after release is unrealistic if they are battling mental health issues, receiving no … support, and subject to enforcement-based alternatives to detention, like reporting” As part of the Shaw review, Mary Bosworth identified some consistent findings.",3
"I found no energy, no power” A British Red Cross staff member is also quoted in the report: “I wonder how someone is going to be able to manage going into a workplace and being an integrated part of society”— we seek integration, after all— “when … on your arrival into the country and through the asylum process”, they experienced, “this sense of being done to.",3
This is a very topical debate focusing on the hostile environment policy towards illegal immigration impacting on those with residency and employment rights.,2
"The scandalous treatment of Windrush generation citizens from the Caribbean and other parts of the Commonwealth shames our country, has done huge reputational damage and has hurt people who have every right to be in the United Kingdom Illegal immigration should not be tolerated but the measures here have been applied too bluntly, and people with the legal right to be here and to work and access services are getting caught up in what can be described only as a nightmare for them.",3
Can she also say something about the recent statistics on immigration detentions and returns and tell us the Government’s estimate of the number of people who are in the United Kingdom illegally My noble friend Lord Bassam of Brighton helpfully tabled a Written Question about the number of individuals and families adversely affected by this policy.,3
"What has the Home Office done to improve these figures, because the consequences for people who are wrongly identified as illegal immigrants and are therefore unable to have a bank account are devastating?",3
The Residential Landlords Association pointed out that 42% of its respondents stated that they were less likely to rent to people who did not have a British passport because they feared the criminal sanction if they made a mistake.,3
"There have been mistakes in the data passed to banks and the DVLA and people have been wrongly identified as illegal, with no right to services.",3
"There was little or no evidence that the policy had proved effective in its aims and it had devastating consequences for people wrongly caught up in this hostile environment, who suffered racial and other discrimination, exploitation and homelessness The most tragic thing about this policy is that people who have the right to rent, but who have a foreign passport, limited leave to remain or the correct documents but in a foreign language are the people most likely to be discriminated against.",3
"Can the Minister confirm that the panel is chaired by the Immigration Minister and that the Independent Anti-Slavery Commissioner and the Joint Council for the Welfare of Immigrants are not represented Only last month, the UN special rapporteur on contemporary forms of racism, racial discrimination, xenophobia and related intolerance, while praising some aspects of government policy, found that other policies were affecting ethnic-minority individuals with regular status, “many who are British citizens and who have been entitled to this citizenship as far back as the colonial era” The noble Lord, Lord Jones of Cheltenham, highlighted the fees that immigrants have to pay, and the spiralling fees for children were discussed earlier this week.",3
"The Government have acted in the face of the terrible cases that have come to light, the shameful decisions that were taken, and the people who have lost their homes and jobs and been deported from the country they have called their home.",3
